main_set,current_subset,card_number,variant,card_count,card_ids,matched_subset,suggestion
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,18,Green Vision,1,76234,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,18,White Vision,1,76358,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,18,Purple Spell,1,76443,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,18,Scarlet Red,1,76444,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,18,Black,1,76446,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,27,Black,1,76263,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,27,Purple Spell,1,76346,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,27,White Vision,1,76359,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,27,Green Vision,1,76463,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,27,Scarlet Red,1,76464,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,27,Gold,1,76466,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,35,Green Vision,1,76287,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,35,Gold,1,76298,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,35,Scarlet Red,1,76397,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,35,Mind Stone Yellow,1,76471,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,35,Purple Spell,1,76472,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,35,White Vision,1,76473,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,41,Black,1,76228,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,41,Purple Spell,1,76322,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,41,White Vision,1,76328,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,41,Mind Stone Yellow,1,76333,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,41,Green Vision,1,76376,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,41,Scarlet Red,1,76479,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,44,Green Vision,1,76252,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,44,Mind Stone Yellow,1,76482,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,44,White Vision,1,76484,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,44,Purple Spell,1,76485,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,44,Scarlet Red,1,76486,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,44,Black,1,76488,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,60,Green Vision,1,76274,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,60,Mind Stone Yellow,1,76339,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,60,White Vision,1,76392,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,60,Purple Spell,1,76517,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,60,Scarlet Red,1,76518,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,60,Black,1,76519,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,60,Gold,1,76520,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,22,White Vision,1,76318,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,22,Green Vision,1,76331,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,22,Purple Spell,1,76447,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,22,Scarlet Red,1,76448,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,22,Gold,1,76452,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,25,White Vision,1,76453,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,25,Green Vision,1,76454,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,25,Scarlet Red,1,76455,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,25,Black,1,76458,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,25,Gold,1,76459,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,31,Gold,1,76204,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,31,White Vision,1,76270,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,31,Green Vision,1,76391,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,31,Scarlet Red,1,76468,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,31,Black,1,76470,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,40,Black,1,76281,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,40,Green Vision,1,76323,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,40,Scarlet Red,1,76352,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,40,White Vision,1,76356,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,40,Gold,1,76481,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,21,Gold,1,76210,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,21,Purple Spell,1,76348,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,21,White Vision,1,76373,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,21,Green Vision,1,76374,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,21,Black,1,76383,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,34,Black,1,76222,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,34,Green Vision,1,76260,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,34,White Vision,1,76277,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,34,Gold,1,76308,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,47,Gold,1,76205,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,47,Black,1,76238,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,47,Green Vision,1,76305,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,47,Mind Stone Yellow,1,76347,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,47,White Vision,1,76375,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
