main_set,subset,subset_id,card_number,copies,card_names,card_ids
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-13,2,"Falcon | FalconMEM,","38262, 180739"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-14,2,"Firebird | FirebirdMEM,","38263, 180740"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-15,2,"Hawkeye | HawkeyeMEM,","38264, 180741"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-16,2,"Hela | HelaMEM,","38265, 180742"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-17,2,"Hellcat | HellcatMEM,","38266, 180743"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-18,2,"Hercules | HerculesMEM,","38267, 180744"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-19,2,"Hulk | HulkMEM,","38268, 180745"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-2,2,"Ares | AresMEM,","38269, 180728"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-20,2,"Iron Man | Iron ManMEM,","38270, 180746"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-21,2,"Korvac | KorvacMEM,","38271, 180747"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-22,2,"Living Lightning | Living LightningMEM,","38272, 180748"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-23,2,"Lockjaw | LockjawMEM,","38273, 180749"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-24,2,"Rick Jones | Rick JonesMEM,","38274, 180750"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-25,2,"Malekith | MalekithMEM,","38275, 180751"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-26,2,"Mantis | MantisMEM,","38276, 180752"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-27,2,"Mockingbird | MockingbirdMEM,","38277, 180753"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-28,2,"Moon Knight | Moon KnightMEM,","38278, 180754"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-29,2,"Ego: The Living Planet | Ego: The Living PlanetMEM,","38279, 180755"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-3,2,"Black Bolt | Black BoltMEM,","38280, 180729"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-30,2,"Photon | PhotonMEM,","38281, 180756"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-31,2,"Quasar | QuasarMEM,","38282, 180757"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-32,2,"Nick Fury | Nick FuryMEM,","38283, 180758"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-33,2,"Red Skull | Red SkullMEM,","38284, 180759"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-34,2,"Ronan The Accuser | Ronan The AccuserMEM,","38285, 180760"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-35,2,"Valkyrie | ValkyrieMEM,","38286, 180761"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-36,2,"Patriot | PatriotMEM,","38287, 180762"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-37,2,"Stature | StatureMEM,","38288, 180763"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-38,2,"Maria Hill | Maria HillMEM,","38289, 180764"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-39,2,"MODOK | MODOKMEM,","38290, 180765"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-4,2,"Black Panther | Black PantherMEM,","38291, 180730"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-40,2,"Stingray | StingrayMEM,","38292, 180766"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-41,2,"Thanos | ThanosMEM,","38293, 180767"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-42,2,"Thor | ThorMEM,","38294, 180768"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-43,2,"Tigra | TigraMEM,","38295, 180769"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-44,2,"Ultron | UltronMEM,","38296, 180770"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-45,2,"Vision | VisionMEM,","38297, 180771"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-46,2,"War Machine | War MachineMEM,","38298, 180772"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-47,2,"Wasp | WaspMEM,","38299, 180773"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-48,2,"Winter Soldier | Winter SoldierMEM,","38300, 180774"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-49,2,"Beyonder | BeyonderMEM,","38301, 180775"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-5,2,"Black Widow | Black WidowMEM,","38302, 180731"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-50,2,"Wonder Man | Wonder ManMEM,","38303, 180776"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-6,2,"Captain America | Captain AmericaMEM,","38304, 180732"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-7,2,"Captain Marvel | Captain MarvelMEM,","38305, 180733"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-8,2,"Collector | CollectorMEM,","38306, 180734"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Marvel Value Stamps Relics,2381,VS-9,2,"Crystal | CrystalMEM,","38307, 180735"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Medallions,4394,M-35,2,Maria Hill | Quake,"37274, 226853"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Medallions Amethyst,4395,M-35,2,Maria Hill | Quake,"37324, 226903"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Medallions Black Opal,4396,M-35,2,Maria Hill | Quake,"37374, 226953"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Medallions Emerald Green,4397,M-35,2,Maria Hill | Quake,"37424, 227003"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Medallions Gold,4398,M-35,2,Maria Hill | Quake,"37474, 227053"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Medallions Platinum,4399,M-35,2,Maria Hill | Quake,"37524, 227103"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Medallions Ruby Red,4400,M-35,2,Maria Hill | Quake,"37574, 227153"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Medallions Sappire Blue,4401,M-35,2,Maria Hill | Quake,"37624, 227203"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Orange Foil,4402,101,2,Black Panther | Scarlet Witch,"37649, 227309"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Orange Foil,4402,102,2,Black Widow | Spider-Man,"37650, 227310"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Orange Foil,4402,103,2,Captain America | Thor,"37651, 227311"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Orange Foil,4402,104,2,Clint Barton | Vision,"37652, 227312"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Orange Foil,4402,41,2,M.O.D.O.K. | Mantis,"37692, 227259"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Orange Foil,4402,42,2,Mantis | Maria Hill,"37693, 227260"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Orange Foil,4402,43,2,Maria Hill | Mephisto,"37694, 227261"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Orange Foil,4402,44,2,Mephisto | Miss America,"37695, 227262"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Orange Foil,4402,45,2,Miss America | Mockingbird,"37696, 227263"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Orange Foil,4402,46,2,M.O.D.O.K. | Mockingbird,"37697, 227264"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Red Foil Artist Autographs,4408,101,2,"Black PantherAU, | Scarlet Witch","37899, 227899"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Red Foil Artist Autographs,4408,102,2,"Black WidowAU, | Spider-Man","37900, 227900"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Red Foil Artist Autographs,4408,103,2,"Captain AmericaAU, | Thor","37901, 227901"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Red Foil Artist Autographs,4408,104,2,"Clint BartonAU, | Vision","37902, 227902"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Red Foil Artist Autographs,4408,41,2,"M.O.D.O.K. | MantisAU,","37940, 227849"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Red Foil Artist Autographs,4408,42,2,"Mantis | Maris HillAU,","37941, 227850"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Red Foil Artist Autographs,4408,43,2,"Maria Hill | MephistoAU,","37942, 227851"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Red Foil Artist Autographs,4408,44,2,"Mephisto | Miss AmericaAU,","37943, 227852"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Red Foil Artist Autographs,4408,45,2,"Miss America | MockingbirdAU,","37944, 227853"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Red Foil Artist Autographs,4408,46,2,"M.O.D.O.K.AU, | Mockingbird","37945, 227854"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Ultra Power,4410,UP-10,2,Ares | Scarlet Witch,"37757, 227919"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Ultra Power,4410,UP-11,2,Sabretooth | Ultron,"37758, 227920"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Ultra Power,4410,UP-12,2,War Machine | Wolverine,"37759, 227921"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Ultra Power,4410,UP-13,2,Professor X | Valkyrie,"37760, 37761"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Ultra Power,4410,UP-14,2,Magneto | Malekith,"37762, 227923"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Ultra Power,4410,UP-3,3,Captain Marvel | Spider Man | Spider-Man,"37779, 37780, 227912"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Ultra Power,4410,UP-4,2,Ego The Living Planet | Green Goblin,"37782, 227913"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Ultra Power,4410,UP-5,2,She-Hulk | Wilson Fisk,"37783, 227914"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Ultra Power,4410,UP-9,2,Hercules | Quicksilver,"37787, 227918"
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Ultra Stars,4413,US30,2,Maria Hill | Quake,"38097, 228003"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Metallurgy,4439,15,2,Archangel | Kitty Pryde,"44003, 228738"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Metallurgy,4439,18,2,Dazzler | Mojo,"44006, 228741"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Metallurgy,4439,19,2,Dazzler | Ghost Rider,"44007, 228742"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Metallurgy,4439,20,2,Cloak | Dagger,"44009, 228743"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Metallurgy,4439,21,2,Cloak | Dagger,"44010, 228744"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Metallurgy,4439,36,2,Ghost Rider | Mojo,"44026, 228759"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Metallurgy,4439,51,2,Archangel | Kitty Pryde,"44043, 228774"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preliminary Art,4441,AP-20,2,Cloak | Dagger,"44099, 228842"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preliminary Art,4441,AP-21,2,Cloak | Dagger,"44100, 228843"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preserved In Amber Orange,4443,PA-20,2,Cloak | Dagger,"44279, 229022"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preserved In Amber Orange,4443,PA-21,2,Cloak | Dagger,"44280, 229023"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preserved In Amber Red,4444,PA-15,2,Archangel | Kitty Pryde,"44363, 229107"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preserved In Amber Red,4444,PA-16,2,Gambit | Lizard,"44364, 229108"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preserved In Amber Red,4444,PA-18,2,Dazzler | Mojo,"44366, 229110"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preserved In Amber Red,4444,PA-19,2,Dazzler | Ghost Rider,"44367, 229111"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preserved In Amber Red,4444,PA-36,2,Ghost Rider | Mojo,"44386, 229128"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preserved In Amber Red,4444,PA-51,2,Archangel | Kitty Pryde,"44403, 229143"
2022 SkyBox Marvel Masterpieces,2022 SkyBox Marvel Masterpieces - Preserved In Amber Red,4444,PA-8,2,Gambit | Lizard,"44434, 229100"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Black Rainbow,4451,28,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as The Winter Soldier,"29422, 229481"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Black Rainbow,4451,47,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as Winter Soldier,"29443, 229500"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Black Rainbow,4451,79,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as The Winter Soldier,"29478, 229532"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Orange Slice Die Cut,4481,47,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as Winter Soldier,"30161, 230470"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Orange Slice Die Cut,4481,79,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as The Winter Soldier,"30196, 230502"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Red Prism,4488,28,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as The Winter Soldier,"30756, 230962"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Red Prism,4488,47,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as Winter Soldier,"30777, 230981"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Red Prism,4488,79,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as The Winter Soldier,"30812, 231013"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Yellow Taxi,4505,13,2,Mark Ruffalo as Bruce Banner | Mark Ruffalo as Hulk,"31316, 231652"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Yellow Taxi,4505,28,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as Winter Soldier,"31332, 231667"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Yellow Taxi,4505,47,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as Winter Soldier,"31353, 231686"
2022 Upper Deck Allure Marvel Studios,2022 Upper Deck Allure Marvel Studios - Yellow Taxi,4505,79,2,Sebastian Stan as Bucky Barnes | Sebastian Stan as Winter Soldier,"31388, 231718"
"2022 Upper Deck Marvel Beginnings Volume 2, Series 1","2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Base",7133,21,2,Quicksilver | Quicksilver [Black,"31484, 31485"
"2022 Upper Deck Marvel Beginnings Volume 2, Series 1","2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Base",7133,76,2,Black Talon | Graviton,"31533, 31534"
"2022 Upper Deck Marvel Beginnings Volume 2, Series 1","2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Red Border",7167,20,2,Surtur | Sutur,"31615, 234158"
"2022 Upper Deck Marvel Beginnings Volume 2, Series 1","2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Red Border",7167,96,2,Jack O' Lantern | Jack O'Lantern,"31635, 234234"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD1,2,Black Panther | Black PantherLEN,"39048, 236736"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD10,2,X-23 | X-TerminatorsLEN,"39049, 236745"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD11,2,"Miles Morales | Miles MoralesSP, LEN","39050, 236746"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD12,2,"Venom | VenomSP, LEN","39051, 236747"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD13,2,"Magneto | MagnetoSP, LEN","39052, 236748"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD14,2,"Scarlet Witch | Scarlet WitchSP, LEN","39053, 236749"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD15,2,"Crypt of ShadowsSP, LEN | Man-Thing","39054, 236750"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD16,2,"Iron Man | Iron ManSP, LEN","39055, 236751"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD17,2,"She-Hulk | She-HulkSP, LEN","39056, 236752"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD18,2,"Ghost Rider | Ghost RiderSSP, LEN","39057, 236753"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD19,2,"Wolverine | WolverineSSP, LEN","39058, 236754"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD2,2,Chasm | ChasmLEN,"39059, 236737"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD20,2,"Spider-Man | The Amazing Spider-ManSSP, LEN","39060, 236755"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD3,2,Daredevil | DaredevilLEN,"39061, 236738"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD4,2,Dazzler | X-TerminatorsLEN,"39062, 236739"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD5,2,Doctor Doom | Midnight SunsLEN,"39063, 236740"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD6,2,Lady Bright | Lady BrightLEN,"39064, 236741"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD7,2,Luna Snow | Tiger DivisionLEN,"39065, 236742"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD8,2,Magik | MagikLEN,"39066, 236743"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Multiple Dimensions Lenticulars,4556,MD9,2,Marvel Girl | X-MenLEN,"39067, 236744"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Number 1 Spot,4557,N1S-1,2,Black Panther | Black Panther (2022) #1,"39068, 94421"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Number 1 Spot,4557,N1S-10,2,Invincible Iron Man | Invincible Iron Man (2022) #1,"39069, 94430"
2022-23 Upper Deck Marvel Annual,2022-23 Upper Deck Marvel Annual - Number 1 Spot,4557,N1S-11,2,Judgment Day | Judgment Day (2022) #1,"39070, 94431"
