main_set,current_subset,card_number,variant,card_count,card_ids,matched_subset,match_tier,move_status,suggestion
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,17,Gold,1,81302,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor,partial,target_occupied,"#17 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,9,Gold,1,79858,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor,partial,target_occupied,"#9 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,9,Orange,1,81268,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Orange Refractor,partial,target_occupied,"#9 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,9,Black,1,81269,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#9 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,9,Red,1,81271,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#9 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,10,Gold,1,81171,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor,partial,target_occupied,"#10 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,10,Red,1,81272,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#10 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,10,Black,1,81274,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#10 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,11,Black,1,81277,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#11 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,11,Gold,1,81278,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor,partial,target_occupied,"#11 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,11,Red,1,81279,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#11 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,16,Orange,1,81182,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Orange Refractor,partial,target_occupied,"#16 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,16,Black,1,81296,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#16 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,16,Red,1,81298,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#16 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,2,Red,1,81188,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,2,Black,1,81191,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,2,Gold,1,81192,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,8,Gold,1,81257,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor,partial,target_occupied,"#8 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,8,Black,1,81263,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#8 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,8,Red,1,81265,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#8 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,1,Black,1,81195,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,1,Red,1,81196,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,12,Black,1,81287,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#12 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,12,Red,1,81288,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#12 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,13,Black,1,81282,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#13 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,13,Red,1,81284,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#13 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,14,Black,1,81292,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#14 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,14,Red,1,81293,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#14 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,18,Black,1,81205,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#18 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,18,Red,1,81207,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#18 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,19,Black,1,81214,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#19 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,19,Red,1,81218,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#19 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,20,Black,1,81221,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#20 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,20,Red,1,81228,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#20 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,21,Black,1,81234,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#21 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,21,Red,1,81235,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#21 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,22,Red,1,81179,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#22 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,22,Black,1,81233,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#22 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,24,Black,1,81248,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#24 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,24,Red,1,81251,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#24 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,25,Black,1,81261,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#25 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,25,Red,1,81264,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#25 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,4,Red,1,81170,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,4,Black,1,81212,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,5,Black,1,81219,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,5,Red,1,81222,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,6,Black,1,81238,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#6 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,6,Red,1,81239,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#6 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,7,Black,1,81256,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#7 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,7,Red,1,81258,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#7 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,1,Black,1,79613,2025 Topps Chrome Sapphire Edition Marvel - Black Sapphire,partial,target_occupied,"#1 in ""2025 Topps Chrome Sapphire Edition Marvel - Black Sapphire"" is held by a different card — needs manual review"
