main_set,subset,year,card_number,card_name
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,73,"Colleen WingAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,74,"ArachneAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,76,"TarantulaAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,77,"Gwen StacyAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,78,"Moira MacTaggertAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,79,"FirestarAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,80,"PolarisAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,81,"SilkAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,82,"DazzlerAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,84,"Marvel GirlAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,86,"MagikAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,88,"GwenpoolAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,90,"Dr. Cecilia ReyesAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,91,"Maria HillAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,93,"DominoAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,94,"Hope SummersAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,95,"DeathbirdAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,96,"MantisAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,97,"YellowjacketAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,98,"MoondragonAU,"
2024 Fleer Ultra Matriarchs of Marvel,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,2024,99,"QuasarAU,"
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,11,She-hulk
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,14,Miguel O'hara
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,19,Heimdall
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,30,Daredevil
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,31,Moon Knight
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,32,Thor
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,38,Baron Zemo
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,43,Hulk
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,46,Jubilee
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,55,Iron Fist
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,58,Gamora
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,73,Shang-chi
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,74,Doctor Octopus
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,77,Carnage
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,110,Husk
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,117,Mystique
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,2024,145,Monica Rambeau
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Earth's Mightiest Spin-Offs,2022,SO-10,Heroes Reborn
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Earth's Mightiest Spin-Offs,2022,SO-2,Ultimates
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Earth's Mightiest Spin-Offs,2022,SO-4,A-Force
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Earth's Mightiest Spin-Offs,2022,SO-5,Young Avengers
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-1,Age of Ultron
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-10,Avengers Disassembled
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-11,Infinity Gauntlet
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-12,Heroes Reborn
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-13,Onslaught: Marvel Universe
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-2,Civil War
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-3,Acts of Vengence
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-4,The Korvac Saga
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-5,Operation: Galactic Storms
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-6,House Of M
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-7,The Avengers/Defenders War
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-8,Avengers V X-Men
2022 Fleer Ultra Marvel Avengers,2022 Fleer Ultra Marvel Avengers - Greatest Battles,2022,EB-9,Dark Reign
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,2,Old Man Logan
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,15,Professor X
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,18,Magneto
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,27,Sabretooth
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,35,X-23
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,40,Namor
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,44,Quentin Quire
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,46,Nova
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,56,Gambit
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,64,Polaris
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,68,Mister Sinister
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,71,Red Skull
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,73,X-23
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,74,X-23
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,76,Jean Grey (X-Force)
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,81,Sabretooth
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,90,Stryfe
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,91,Mojo
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,93,James Howlett
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,2023,97,Onslaught
1995 Fleer DC vs. Marvel Comics,1995 Fleer DC vs. Marvel Comics - Amalgam Preview,1995,1/4,Dark Claw
1995 Fleer DC vs. Marvel Comics,1995 Fleer DC vs. Marvel Comics - Amalgam Preview,1995,2/4,Spider-Boy
1995 Fleer DC vs. Marvel Comics,1995 Fleer DC vs. Marvel Comics - Amalgam Preview,1995,3/4,Dark Claw
1995 Fleer DC vs. Marvel Comics,1995 Fleer DC vs. Marvel Comics - Amalgam Preview,1995,4/4,Spider-Boy
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,3,Nighthawk
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,4,Man-Wolf
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,8,Erik Killmonger
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,11,Professor X
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,12,Daredevil
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,13,Arcade
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,14,High Evolutionary
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,15,Heimdall
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,17,Vision
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,21,Black Knight
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,26,Thor
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,28,Moon Knight
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,29,Spider-Man
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,32,Deadpool
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,33,Grim Reaper
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,34,Iron Man
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,35,Captain America
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,39,Elektra
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,42,Wizard
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,44,Kingpin
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,47,Thanos
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,53,Doctor Strange
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,57,Enchantress
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,63,Silk
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,64,Groot
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,66,Rogue
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,68,Graviton
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,69,Jack O'Lantern
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,70,Ultron
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,71,Howard the Duck
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,74,Colossus
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,79,Egghead
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,80,The Hood
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,82,Wolverine
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,83,Skaar
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,84,Red Skull
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,85,Grey Gargoyle
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,86,Ego the Living Planet
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,88,Martinex
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,89,Kraven
2020 SkyBox Marvel Masterpieces,2020 SkyBox Marvel Masterpieces - Legendary Orange,2020,90,Emma Frost
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,5,Blade
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,6,Dark Phoenix
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,8,Guardian
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,10,Auora
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,10,Aurora
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,11,Marrina
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,12,Northstar
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,13,Puck
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,15,Professor X
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,16,Winter Soldier
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,17,Kitty Pryde
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,18,Magneto
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,19,Cyclops
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,21,Elektra
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,22,Jubilee
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,23,Psylocke
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,24,Yukio
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,25,Hope Summers
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,28,Captain America
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,29,Colossus
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,31,Beast
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,32,Mariko Yashida
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,35,X-23
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,36,Magneto
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,37,Rogue
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,40,Namor
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,41,Old Man Hawkeye
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,42,Mystique
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,45,Black Tom Cassidy
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,46,Nova
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,47,Viper
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,48,Daken
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,53,Iceman
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,54,Storm
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,55,Professor X
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,56,Gambit
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,59,Archangel
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,60,Magik
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,64,Polaris
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,69,Banshee
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,70,Dazzler
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,71,Red Skull
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,73,X-23
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,74,X-23
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,75,Weapon X
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,76,Jean Grey (X-Force)
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,77,Colossus
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,78,Thunderbird
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,79,Daredevil
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,81,Sabretooth
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,87,Black Queen
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,88,Hercules
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,89,Nimrod
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,90,Stryfe
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,91,Mojo
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,92,Sebastian Shaw
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,97,Onslaught
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,98,Pyro
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,99,Blob
2023 Fleer Ultra Marvel Wolverine,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,2023,100,Logan
2023 Upper Deck Marvel Platinum ,2023 Upper Deck Marvel Platinum - Purple Rainbow,2023,83,Spider-Man (Symbiote Suit)
2023 Upper Deck Marvel Platinum ,2023 Upper Deck Marvel Platinum - Purple Rainbow,2023,149,Thunderbolts
2023 Upper Deck Marvel Platinum ,2023 Upper Deck Marvel Platinum - Purple Rainbow,2023,175,Silver Sable
2023 Upper Deck Marvel Platinum ,2023 Upper Deck Marvel Platinum - Purple Rainbow,2023,177,Silk
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,1,Arcade
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,3,Beta Ray Bill
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,4,Bishop
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,5,Black Knight
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,6,Black Widow
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,7,Cannonball
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,8,Captain Britain
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,10,Deathlok
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,11,Gladiator
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,12,Goliath
2024 Upper Deck Marvel Masterpieces Nahuel Grego,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,2024,13,Hawkeye
